eval_id,query,normalized_query,query_type,difficulty,expected_record_ids,expected_group_id,expected_behavior,requested_field
E-REC-103-5,EDRAK Hosting Location,edrak hosting location,bilingual,medium,REC-103,SEC-2.7,answer,
E-REC-104-1,إدراك,ادراك,keyword,easy,REC-104,SEC-2.7,answer,
E-REC-104-2,وش إدراك,وش ادراك,colloquial,medium,REC-104,SEC-2.7,answer,
E-REC-104-3,وين ألقى إدراك,وين القي ادراك,formal,easy,REC-104,SEC-2.7,answer,
E-REC-104-4,إدراكك,ادراكك,typo,medium,REC-104,SEC-2.7,answer,
E-REC-104-5,EDRAK User Support,edrak user support,bilingual,medium,REC-104,SEC-2.7,answer,
E-REC-105-1,تعطل النظام,تعطل النظام,keyword,easy,REC-105,PROC-2.8,answer,
E-REC-105-2,وش تعطل النظام,وش تعطل النظام,colloquial,medium,REC-105,PROC-2.8,answer,
E-REC-105-3,وين ألقى تعطل النظام,وين القي تعطل النظام,formal,easy,REC-105,PROC-2.8,answer,
E-REC-105-4,فرشدسك,فرشدسك,typo,medium,REC-105,PROC-2.8,answer,
E-REC-105-5,System Failure Response,system failure response,bilingual,medium,REC-105,PROC-2.8,answer,
E-REC-106-1,تعطل النظام,تعطل النظام,keyword,easy,REC-106,PROC-2.8,answer,
E-REC-106-2,وش تعطل النظام,وش تعطل النظام,colloquial,medium,REC-106,PROC-2.8,answer,
E-REC-106-3,وين ألقى تعطل النظام,وين القي تعطل النظام,formal,easy,REC-106,PROC-2.8,answer,
E-REC-106-4,إدراكك,ادراكك,typo,medium,REC-106,PROC-2.8,answer,
E-REC-106-5,Troubleshoot the Problem,troubleshoot the problem,bilingual,medium,REC-106,PROC-2.8,answer,
E-REC-107-1,تعطل النظام,تعطل النظام,keyword,easy,REC-107,PROC-2.8,answer,
E-REC-107-2,وش تعطل النظام,وش تعطل النظام,colloquial,medium,REC-107,PROC-2.8,answer,
E-REC-107-3,وين ألقى تعطل النظام,وين القي تعطل النظام,formal,easy,REC-107,PROC-2.8,answer,
E-REC-107-4,إدراكك,ادراكك,typo,medium,REC-107,PROC-2.8,answer,
E-REC-107-5,Apply Needed Fix,apply needed fix,bilingual,medium,REC-107,PROC-2.8,answer,
E-REC-108-1,تعطل النظام,تعطل النظام,keyword,easy,REC-108,PROC-2.8,answer,
E-REC-108-2,وش تعطل النظام,وش تعطل النظام,colloquial,medium,REC-108,PROC-2.8,answer,
E-REC-108-3,وين ألقى تعطل النظام,وين القي تعطل النظام,formal,easy,REC-108,PROC-2.8,answer,
E-REC-108-4,إدراكك,ادراكك,typo,medium,REC-108,PROC-2.8,answer,
E-REC-108-5,Contact Vendor,contact vendor,bilingual,medium,REC-108,PROC-2.8,answer,
E-REC-109-1,تعطل النظام,تعطل النظام,keyword,easy,REC-109,PROC-2.8,answer,
E-REC-109-2,وش تعطل النظام,وش تعطل النظام,colloquial,medium,REC-109,PROC-2.8,answer,
E-REC-109-3,وين ألقى تعطل النظام,وين القي تعطل النظام,formal,easy,REC-109,PROC-2.8,answer,
E-REC-109-4,إدراكك,ادراكك,typo,medium,REC-109,PROC-2.8,answer,
E-REC-109-5,Switch to EDRAK Backup Server,switch to edrak backup server,bilingual,medium,REC-109,PROC-2.8,answer,
E-REC-110-1,تعطل النظام,تعطل النظام,keyword,easy,REC-110,PROC-2.8,answer,
E-REC-110-2,وش تعطل النظام,وش تعطل النظام,colloquial,medium,REC-110,PROC-2.8,answer,
E-REC-110-3,وين ألقى تعطل النظام,وين القي تعطل النظام,formal,easy,REC-110,PROC-2.8,answer,
E-REC-110-4,إدراكك,ادراكك,typo,medium,REC-110,PROC-2.8,answer,
E-REC-110-5,Return to Main EDRAK Server,return to main edrak server,bilingual,medium,REC-110,PROC-2.8,answer,
E-REC-111-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-111,PROC-3.1,answer,
E-REC-111-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-111,PROC-3.1,answer,
E-REC-111-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-111,PROC-3.1,answer,
E-REC-111-4,فرشدسك,فرشدسك,typo,medium,REC-111,PROC-3.1,answer,
E-REC-111-5,Receive Ticket,receive ticket,bilingual,medium,REC-111,PROC-3.1,answer,
E-REC-112-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-112,PROC-3.1,answer,
E-REC-112-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-112,PROC-3.1,answer,
E-REC-112-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-112,PROC-3.1,answer,
E-REC-112-4,فرشدسك,فرشدسك,typo,medium,REC-112,PROC-3.1,answer,
E-REC-112-5,Define Asset or Process Ownership,define asset or process ownership,bilingual,medium,REC-112,PROC-3.1,answer,
E-REC-113-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-113,PROC-3.1,answer,
E-REC-113-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-113,PROC-3.1,answer,
E-REC-113-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-113,PROC-3.1,answer,
E-REC-113-4,فرشدسك,فرشدسك,typo,medium,REC-113,PROC-3.1,answer,
E-REC-113-5,SVIT-Owned Asset or Process,svit owned asset or process,bilingual,medium,REC-113,PROC-3.1,answer,
E-REC-114-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-114,PROC-3.1,answer,
E-REC-114-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-114,PROC-3.1,answer,
E-REC-114-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-114,PROC-3.1,answer,
E-REC-114-4,فرشدسك,فرشدسك,typo,medium,REC-114,PROC-3.1,answer,
E-REC-114-5,Academy IT-Owned Asset or Process,academy it owned asset or process,bilingual,medium,REC-114,PROC-3.1,answer,
E-REC-115-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-115,PROC-3.1,answer,
E-REC-115-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-115,PROC-3.1,answer,
E-REC-115-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-115,PROC-3.1,answer,
E-REC-115-4,فرشدسك,فرشدسك,typo,medium,REC-115,PROC-3.1,answer,
E-REC-115-5,Identify Cause,identify cause,bilingual,medium,REC-115,PROC-3.1,answer,
E-REC-116-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-116,PROC-3.1,answer,
E-REC-116-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-116,PROC-3.1,answer,
E-REC-116-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-116,PROC-3.1,answer,
E-REC-116-4,فرشدسك,فرشدسك,typo,medium,REC-116,PROC-3.1,answer,
E-REC-116-5,Determine Solution,determine solution,bilingual,medium,REC-116,PROC-3.1,answer,
E-REC-117-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-117,PROC-3.1,answer,
E-REC-117-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-117,PROC-3.1,answer,
E-REC-117-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-117,PROC-3.1,answer,
E-REC-117-4,فرشدسك,فرشدسك,typo,medium,REC-117,PROC-3.1,answer,
E-REC-117-5,Apply Solution,apply solution,bilingual,medium,REC-117,PROC-3.1,answer,
E-REC-118-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-118,PROC-3.1,answer,
E-REC-118-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-118,PROC-3.1,answer,
E-REC-118-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-118,PROC-3.1,answer,
E-REC-118-4,فرشدسك,فرشدسك,typo,medium,REC-118,PROC-3.1,answer,
E-REC-118-5,Confirm Fix,confirm fix,bilingual,medium,REC-118,PROC-3.1,answer,
E-REC-119-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-119,PROC-3.1,answer,
E-REC-119-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-119,PROC-3.1,answer,
E-REC-119-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-119,PROC-3.1,answer,
E-REC-119-4,فرشدسك,فرشدسك,typo,medium,REC-119,PROC-3.1,answer,
E-REC-119-5,Problem Not Fixed,problem not fixed,bilingual,medium,REC-119,PROC-3.1,answer,
E-REC-120-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-120,PROC-3.1,answer,
E-REC-120-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-120,PROC-3.1,answer,
E-REC-120-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-120,PROC-3.1,answer,
E-REC-120-4,فرشدسك,فرشدسك,typo,medium,REC-120,PROC-3.1,answer,
E-REC-120-5,Problem Fixed,problem fixed,bilingual,medium,REC-120,PROC-3.1,answer,
E-REC-121-1,تذكرة دعم,تذكره دعم,keyword,easy,REC-121,PROC-3.1,answer,
E-REC-121-2,وش تذكرة دعم,وش تذكره دعم,colloquial,medium,REC-121,PROC-3.1,answer,
E-REC-121-3,وين ألقى تذكرة دعم,وين القي تذكره دعم,formal,easy,REC-121,PROC-3.1,answer,
E-REC-121-4,فرشدسك,فرشدسك,typo,medium,REC-121,PROC-3.1,answer,
E-REC-121-5,Update and Close Ticket,update and close ticket,bilingual,medium,REC-121,PROC-3.1,answer,
E-REC-122-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-122,PROC-3.2,answer,
E-REC-122-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-122,PROC-3.2,answer,
E-REC-122-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-122,PROC-3.2,answer,
E-REC-122-4,فرشدسك,فرشدسك,typo,medium,REC-122,PROC-3.2,answer,
E-REC-122-5,Receive Request,receive request,bilingual,medium,REC-122,PROC-3.2,answer,
E-REC-123-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-123,PROC-3.2,answer,
E-REC-123-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-123,PROC-3.2,answer,
E-REC-123-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-123,PROC-3.2,answer,
E-REC-123-4,تي ام اس,تي ام اس,typo,medium,REC-123,PROC-3.2,answer,
E-REC-123-5,Check Form Completeness,check form completeness,bilingual,medium,REC-123,PROC-3.2,answer,
E-REC-124-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-124,PROC-3.2,answer,
E-REC-124-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-124,PROC-3.2,answer,
E-REC-124-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-124,PROC-3.2,answer,
E-REC-124-4,فرشدسك,فرشدسك,typo,medium,REC-124,PROC-3.2,answer,
E-REC-124-5,Incomplete Form,incomplete form,bilingual,medium,REC-124,PROC-3.2,answer,
E-REC-125-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-125,PROC-3.2,answer,
E-REC-125-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-125,PROC-3.2,answer,
E-REC-125-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-125,PROC-3.2,answer,
E-REC-125-4,تي ام اس,تي ام اس,typo,medium,REC-125,PROC-3.2,answer,
E-REC-125-5,Complete Form,complete form,bilingual,medium,REC-125,PROC-3.2,answer,
E-REC-126-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-126,PROC-3.2,answer,
E-REC-126-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-126,PROC-3.2,answer,
E-REC-126-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-126,PROC-3.2,answer,
E-REC-126-4,تي ام اس,تي ام اس,typo,medium,REC-126,PROC-3.2,answer,
E-REC-126-5,Build New Path,build new path,bilingual,medium,REC-126,PROC-3.2,answer,
E-REC-127-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-127,PROC-3.2,answer,
E-REC-127-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-127,PROC-3.2,answer,
E-REC-127-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-127,PROC-3.2,answer,
E-REC-127-4,تي ام اس,تي ام اس,typo,medium,REC-127,PROC-3.2,answer,
E-REC-127-5,Review New Path,review new path,bilingual,medium,REC-127,PROC-3.2,answer,
E-REC-128-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-128,PROC-3.2,answer,
E-REC-128-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-128,PROC-3.2,answer,
E-REC-128-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-128,PROC-3.2,answer,
E-REC-128-4,تي ام اس,تي ام اس,typo,medium,REC-128,PROC-3.2,answer,
E-REC-128-5,Check Department Name,check department name,bilingual,medium,REC-128,PROC-3.2,answer,
E-REC-129-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-129,PROC-3.2,answer,
E-REC-129-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-129,PROC-3.2,answer,
E-REC-129-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-129,PROC-3.2,answer,
E-REC-129-4,تي ام اس,تي ام اس,typo,medium,REC-129,PROC-3.2,answer,
E-REC-129-5,Check Path Duration,check path duration,bilingual,medium,REC-129,PROC-3.2,answer,
E-REC-130-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-130,PROC-3.2,answer,
E-REC-130-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-130,PROC-3.2,answer,
E-REC-130-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-130,PROC-3.2,answer,
E-REC-130-4,تي ام اس,تي ام اس,typo,medium,REC-130,PROC-3.2,answer,
E-REC-130-5,Check Minimum Attendees,check minimum attendees,bilingual,medium,REC-130,PROC-3.2,answer,
E-REC-131-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-131,PROC-3.2,answer,
E-REC-131-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-131,PROC-3.2,answer,
E-REC-131-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-131,PROC-3.2,answer,
E-REC-131-4,تي ام اس,تي ام اس,typo,medium,REC-131,PROC-3.2,answer,
E-REC-131-5,Check Maximum Attendees,check maximum attendees,bilingual,medium,REC-131,PROC-3.2,answer,
E-REC-132-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-132,PROC-3.2,answer,
E-REC-132-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-132,PROC-3.2,answer,
E-REC-132-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-132,PROC-3.2,answer,
E-REC-132-4,تي ام اس,تي ام اس,typo,medium,REC-132,PROC-3.2,answer,
E-REC-132-5,Notify Sales and Marketing,notify sales and marketing,bilingual,medium,REC-132,PROC-3.2,answer,
E-REC-133-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-133,PROC-3.2,answer,
E-REC-133-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-133,PROC-3.2,answer,
E-REC-133-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-133,PROC-3.2,answer,
E-REC-133-4,تي ام اس,تي ام اس,typo,medium,REC-133,PROC-3.2,answer,
E-REC-133-5,Copy Training Department,copy training department,bilingual,medium,REC-133,PROC-3.2,answer,
E-REC-134-1,إنشاء مسار جديد,انشاء مسار جديد,keyword,easy,REC-134,PROC-3.2,answer,
E-REC-134-2,وش إنشاء مسار جديد,وش انشاء مسار جديد,colloquial,medium,REC-134,PROC-3.2,answer,
E-REC-134-3,وين ألقى إنشاء مسار جديد,وين القي انشاء مسار جديد,formal,easy,REC-134,PROC-3.2,answer,
E-REC-134-4,فرشدسك,فرشدسك,typo,medium,REC-134,PROC-3.2,answer,
E-REC-134-5,Update and Close Ticket,update and close ticket,bilingual,medium,REC-134,PROC-3.2,answer,
E-REC-135-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-135,PROC-4,answer,
E-REC-135-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-135,PROC-4,answer,
E-REC-135-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-135,PROC-4,answer,
E-REC-135-4,تكيت,تكيت,typo,medium,REC-135,PROC-4,answer,
E-REC-135-5,Daily Routine Checks,daily routine checks,bilingual,medium,REC-135,PROC-4,answer,
E-REC-136-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-136,PROC-4,answer,
E-REC-136-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-136,PROC-4,answer,
E-REC-136-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-136,PROC-4,answer,
E-REC-136-4,تكيت,تكيت,typo,medium,REC-136,PROC-4,answer,
E-REC-136-5,Use of F02 Form,use of f02 form,bilingual,medium,REC-136,PROC-4,answer,
E-REC-137-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-137,PROC-4,answer,
E-REC-137-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-137,PROC-4,answer,
E-REC-137-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-137,PROC-4,answer,
E-REC-137-4,تكيت,تكيت,typo,medium,REC-137,PROC-4,answer,
E-REC-137-5,Form Soft Copy Location,form soft copy location,bilingual,medium,REC-137,PROC-4,answer,
E-REC-138-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-138,PROC-4,answer,
E-REC-138-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-138,PROC-4,answer,
E-REC-138-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-138,PROC-4,answer,
E-REC-138-4,تكيت,تكيت,typo,medium,REC-138,PROC-4,answer,
E-REC-138-5,Print Monthly Card,print monthly card,bilingual,medium,REC-138,PROC-4,answer,
E-REC-139-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-139,PROC-4,answer,
E-REC-139-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-139,PROC-4,answer,
E-REC-139-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-139,PROC-4,answer,
E-REC-139-4,تكيت,تكيت,typo,medium,REC-139,PROC-4,answer,
E-REC-139-5,Complete Card Daily,complete card daily,bilingual,medium,REC-139,PROC-4,answer,
E-REC-140-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-140,PROC-4,answer,
E-REC-140-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-140,PROC-4,answer,
E-REC-140-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-140,PROC-4,answer,
E-REC-140-4,تكيت,تكيت,typo,medium,REC-140,PROC-4,answer,
E-REC-140-5,Scan Completed Card,scan completed card,bilingual,medium,REC-140,PROC-4,answer,
E-REC-141-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-141,PROC-4,answer,
E-REC-141-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-141,PROC-4,answer,
E-REC-141-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-141,PROC-4,answer,
E-REC-141-4,فرشدسك,فرشدسك,typo,medium,REC-141,PROC-4,answer,
E-REC-141-5,Open Ticket for Issues,open ticket for issues,bilingual,medium,REC-141,PROC-4,answer,
E-REC-142-1,صيانة إدراك,صيانه ادراك,keyword,easy,REC-142,PROC-4,answer,
E-REC-142-2,وش صيانة إدراك,وش صيانه ادراك,colloquial,medium,REC-142,PROC-4,answer,
E-REC-142-3,وين ألقى صيانة إدراك,وين القي صيانه ادراك,formal,easy,REC-142,PROC-4,answer,
E-REC-142-4,تكيت,تكيت,typo,medium,REC-142,PROC-4,answer,
E-REC-142-5,Communication Room Access,communication room access,bilingual,medium,REC-142,PROC-4,answer,
E-REC-143-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-143,PROC-4.1,answer,
E-REC-143-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-143,PROC-4.1,answer,
E-REC-143-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-143,PROC-4.1,answer,
E-REC-143-4,إدراكك,ادراكك,typo,medium,REC-143,PROC-4.1,answer,
E-REC-143-5,Stations Powered On,stations powered on,bilingual,medium,REC-143,PROC-4.1,answer,
E-REC-144-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-144,PROC-4.1,answer,
E-REC-144-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-144,PROC-4.1,answer,
E-REC-144-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-144,PROC-4.1,answer,
E-REC-144-4,إدراكك,ادراكك,typo,medium,REC-144,PROC-4.1,answer,
E-REC-144-5,Peripheral Connection and Condition,peripheral connection and condition,bilingual,medium,REC-144,PROC-4.1,answer,
E-REC-145-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-145,PROC-4.1,answer,
E-REC-145-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-145,PROC-4.1,answer,
E-REC-145-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-145,PROC-4.1,answer,
E-REC-145-4,إدراكك,ادراكك,typo,medium,REC-145,PROC-4.1,answer,
E-REC-145-5,EDRAK Software Running,edrak software running,bilingual,medium,REC-145,PROC-4.1,answer,
E-REC-146-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-146,PROC-4.1,answer,
E-REC-146-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-146,PROC-4.1,answer,
E-REC-146-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-146,PROC-4.1,answer,
E-REC-146-4,إدراكك,ادراكك,typo,medium,REC-146,PROC-4.1,answer,
E-REC-146-5,Server Error Messages,server error messages,bilingual,medium,REC-146,PROC-4.1,answer,
E-REC-147-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-147,PROC-4.1,answer,
E-REC-147-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-147,PROC-4.1,answer,
E-REC-147-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-147,PROC-4.1,answer,
E-REC-147-4,إدراكك,ادراكك,typo,medium,REC-147,PROC-4.1,answer,
E-REC-147-5,Server and Switch Indicators,server and switch indicators,bilingual,medium,REC-147,PROC-4.1,answer,
E-REC-148-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-148,PROC-4.1,answer,
E-REC-148-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-148,PROC-4.1,answer,
E-REC-148-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-148,PROC-4.1,answer,
E-REC-148-4,إدراكك,ادراكك,typo,medium,REC-148,PROC-4.1,answer,
E-REC-148-5,Server Cabinet Fans,server cabinet fans,bilingual,medium,REC-148,PROC-4.1,answer,
E-REC-149-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-149,PROC-4.1,answer,
E-REC-149-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-149,PROC-4.1,answer,
E-REC-149-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-149,PROC-4.1,answer,
E-REC-149-4,إدراكك,ادراكك,typo,medium,REC-149,PROC-4.1,answer,
E-REC-149-5,Room Temperature and Airflow,room temperature and airflow,bilingual,medium,REC-149,PROC-4.1,answer,
E-REC-150-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-150,PROC-4.1,answer,
E-REC-150-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-150,PROC-4.1,answer,
E-REC-150-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-150,PROC-4.1,answer,
E-REC-150-4,إدراكك,ادراكك,typo,medium,REC-150,PROC-4.1,answer,
E-REC-150-5,Room Cleanliness and Cable Security,room cleanliness and cable security,bilingual,medium,REC-150,PROC-4.1,answer,
E-REC-151-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-151,PROC-4.1,answer,
E-REC-151-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-151,PROC-4.1,answer,
E-REC-151-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-151,PROC-4.1,answer,
E-REC-151-4,إدراكك,ادراكك,typo,medium,REC-151,PROC-4.1,answer,
E-REC-151-5,EDRAK Data Backup,edrak data backup,bilingual,medium,REC-151,PROC-4.1,answer,
E-REC-152-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-152,PROC-4.1,answer,
E-REC-152-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-152,PROC-4.1,answer,
E-REC-152-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-152,PROC-4.1,answer,
E-REC-152-4,إدراكك,ادراكك,typo,medium,REC-152,PROC-4.1,answer,
E-REC-152-5,Log in to SQL Virtual Machine,log in to sql virtual machine,bilingual,medium,REC-152,PROC-4.1,answer,
E-REC-153-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-153,PROC-4.1,answer,
E-REC-153-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-153,PROC-4.1,answer,
E-REC-153-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-153,PROC-4.1,answer,
E-REC-153-4,إدراكك,ادراكك,typo,medium,REC-153,PROC-4.1,answer,
E-REC-153-5,Open Backup Scripts,open backup scripts,bilingual,medium,REC-153,PROC-4.1,answer,
E-REC-154-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-154,PROC-4.1,answer,
E-REC-154-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-154,PROC-4.1,answer,
E-REC-154-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-154,PROC-4.1,answer,
E-REC-154-4,إدراكك,ادراكك,typo,medium,REC-154,PROC-4.1,answer,
E-REC-154-5,Update Backup File Date,update backup file date,bilingual,medium,REC-154,PROC-4.1,answer,
E-REC-155-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-155,PROC-4.1,answer,
E-REC-155-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-155,PROC-4.1,answer,
E-REC-155-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-155,PROC-4.1,answer,
E-REC-155-4,إدراكك,ادراكك,typo,medium,REC-155,PROC-4.1,answer,
E-REC-155-5,Run Backup Script,run backup script,bilingual,medium,REC-155,PROC-4.1,answer,
